PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/E0771/ecc_pipe_result/cresil_result.analysis.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
15.46	chr1	23332132	23334126	+	1390	NA	Intergenic	Intergenic	41428	NR_029717	723964		NR_029717	ENSMUSG00000065567	Mir30c-2	Mirn30c-2|mir-30c-2	microRNA 30c-2	ncRNA
62.9	chr13	115700873	115703189	+	1389	NA	Intergenic	L1Md_F3|LINE|L1	-600067	NM_001033228	109700	Mm.317280	NM_001033228	ENSMUSG00000042284	Itga1	CD49A|E130012M19Rik|Vla1	integrin alpha 1	protein-coding
282.48	chr18	84803777	84804285	+	1388	NA	intron (NM_001370919, intron 11 of 12)	B1_Mur2|SINE|Alu	34610	NM_001370919	100503964		NM_001370919	ENSMUSG00000117781	Gm17266	-	predicted gene, 17266	protein-coding
35.97-2	chr4	126332197	126334898	+	1387	NA	Intergenic	Intergenic	-7859	NM_001357262	24084	Mm.23895	NM_011902	ENSMUSG00000028845	Tekt2	AU014974|tektin-t	tektin 2	protein-coding
17.03	chr1	146103444	146111592	+	1386	NA	Intergenic	IAPLTR3|LTR|ERVK	-388111	NM_001357571	215378	Mm.441817	NM_153539	ENSMUSG00000035131	Brinp3	B830045N13Rik|Fam5c	bone morphogenetic protein/retinoic acid inducible neural specific 3	protein-coding
101.29	chr2	34149459	34152624	+	1385	NA	Intergenic	Intergenic	-43306	NR_130173	329387	Mm.125817	NR_130173	ENSMUSG00000087461	C230014O12Rik	-	RIKEN cDNA C230014O12 gene	ncRNA
18.01	chr1	125595960	125601695	+	1384	NA	Intergenic	B3A|SINE|B2	37825	NM_028787	74150	Mm.28654	NM_028787	ENSMUSG00000026342	Slc35f5	1300003P13Rik|AI646727	solute carrier family 35, member F5	protein-coding
43.38	chr13	75604260	75608407	+	1383	NA	Intergenic	L1_Mus3|LINE|L1	-38713	NR_030451	751556		NR_030451	ENSMUSG00000076236	Mir682	Mirn682|mir-682|mmu-mir-682	microRNA 682	ncRNA
84.12	chr6	8590969	8595827	+	1382	NA	3' UTR (NM_133236, exon 8 of 8)	3' UTR (NM_133236, exon 8 of 8)	73340	NM_001286729	170772	Mm.210787	NM_133236	ENSMUSG00000029638	Glcci1	2310047L21Rik|A130036A18Rik|Fam117c|Gig18|Tssn1	glucocorticoid induced transcript 1	protein-coding
53.42	chr4	24772136	24778508	+	1381	NA	intron (NM_001033531, intron 3 of 9)	L1Md_T|LINE|L1	75802	NM_001355618	212390	Mm.409581	NM_001033531	ENSMUSG00000040387	Klhl32	6430524H05Rik|D4Ertd389e|Gm1356|mKIAA1900	kelch-like 32	protein-coding
100.15	chr3	125032381	125034796	+	1380	NA	Intergenic	L1Md_T|LINE|L1	-370503	NM_022565	64580	Mm.444289	NM_022565	ENSMUSG00000027971	Ndst4	4930439H17Rik	N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4	protein-coding
15.86-2	chr17	10881873	10885175	+	1379	NA	intron (NM_016694, intron 1 of 11)	intron (NM_016694, intron 1 of 11)	43165	NM_001317726	50873	Mm.311110	NM_016694	ENSMUSG00000023826	Prkn	Park2	parkin RBR E3 ubiquitin protein ligase	protein-coding
14.62	chr13	10474721	10476341	+	1378	NA	Intergenic	Intergenic	-114728	NM_033269	12671	Mm.342315	NM_033269	ENSMUSG00000046159	Chrm3	Chrm-3|M3|M3R	cholinergic receptor, muscarinic 3, cardiac	protein-coding
45.14	chr19	20468675	20475270	+	1377	NA	Intergenic	L3|LINE|CR1	-20611	NM_001361505	11668	Mm.250866	NM_013467	ENSMUSG00000053279	Aldh1a1	ALDH-E1|ALHDII|Ahd-2|Ahd2|Aldh1|Aldh1a2|E1|Raldh1	aldehyde dehydrogenase family 1, subfamily A1	protein-coding
200.51	chr11	73002872	73007776	+	1376	NA	intron (NM_008771, intron 1 of 11)	intron (NM_008771, intron 1 of 11)	6179	NM_008771	18436	Mm.25722	NM_008771	ENSMUSG00000020787	P2rx1	AI323649|BB122383|P2x|Pdcd3|RP-2	purinergic receptor P2X, ligand-gated ion channel, 1	protein-coding
131.36	chr10	36148822	36149243	+	1375	NA	Intergenic	B4A|SINE|B4	-357775	NM_001253356	319415	Mm.332442	NM_001081208	ENSMUSG00000044499	Hs3st5	D930005L05Rik|Gm1151|Hs3ost5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5	protein-coding
67.76	chr2	9793689	9797208	+	1374	NA	Intergenic	Intergenic	83152	NM_001355111	14462	Mm.313866	NM_008091	ENSMUSG00000015619	Gata3	Gata-3|jal	GATA binding protein 3	protein-coding
22.67	chr19	43869663	43872427	+	1373	NA	intron (NM_001306088, intron 3 of 13)	intron (NM_001306088, intron 3 of 13)	8723	NM_001306088	71972	Mm.159024	NM_028029	ENSMUSG00000025195	Dnmbp	2410003L07Rik|2410003M15Rik|TUBA	dynamin binding protein	protein-coding
13.24-2	chr14	16513631	16517835	+	1372	NA	intron (NM_001289760, intron 4 of 9)	intron (NM_001289760, intron 4 of 9)	59743	NM_011243	218772	Mm.259318	NM_011243	ENSMUSG00000017491	Rarb	A830025K23|Hap|Nr1b2	retinoic acid receptor, beta	protein-coding
20.21	chr7	5139702	5141113	+	1371	NA	Intergenic	Lx|LINE|L1	7015	NM_001166706	384522	Mm.480286	NM_001166706	ENSMUSG00000118215	Vmn1r55	Gm1422|Gm403|V1rd5	vomeronasal 1 receptor 55	protein-coding
117.01	chr13	25123589	25125147	+	1370	NA	intron (NM_177577, intron 7 of 9)	intron (NM_177577, intron 7 of 9)	68364	NM_001195617	195208	Mm.284719	NM_177577	ENSMUSG00000035910	Dcdc2a	AW492955|Dcdc2|RU2	doublecortin domain containing 2a	protein-coding
142.63	chr4	68272107	68277136	+	1368	NA	Intergenic	Intergenic	47340	NR_151548	102633975		NR_151548		Gm12911	-	predicted gene 12911	ncRNA
70.5	chr10	30563735	30567082	+	1367	NA	intron (NM_028604, intron 8 of 12)	intron (NM_028604, intron 8 of 12)	35292	NM_028604	73681	Mm.294503	NM_028604	ENSMUSG00000019792	Trmt11	2410075D05Rik|3110045I18Rik|AW213713	tRNA methyltransferase 11	protein-coding
76.02	chr3	51551381	51552301	+	1366	NA	intron (NM_080793, intron 1 of 7)	intron (NM_080793, intron 1 of 7)	-8144	NR_160685	100039684	Mm.387178	NR_033624		5031434O11Rik	AI481280|Gm2370	RIKEN cDNA 5031434O11 gene	ncRNA
103.63	chr1	147418102	147420050	+	1365	NA	Intergenic	AT_rich|Low_complexity|Low_complexity	921389	NM_001145807	215378	Mm.441817	NM_153539	ENSMUSG00000035131	Brinp3	B830045N13Rik|Fam5c	bone morphogenetic protein/retinoic acid inducible neural specific 3	protein-coding
318.54	chr4	149611357	149619260	+	1364	NA	intron (NM_001290989, intron 2 of 17)	intron (NM_001290989, intron 2 of 17)	28840	NM_001290989	65945	Mm.38993	NM_023051	ENSMUSG00000039953	Clstn1	1810034E21Rik|Cst-1|Cstn1	calsyntenin 1	protein-coding
19.85-2	chr15	7909023	7909985	+	1363	NA	intron (NM_001081402, intron 13 of 17)	Lx3A|LINE|L1	93954	NM_001301357	14573	Mm.4679	NM_010275	ENSMUSG00000022144	Gdnf	AI385739|ATF	glial cell line derived neurotrophic factor	protein-coding
19.85-3	chr10	76249320	76249722	+	1363	NA	Intergenic	Intergenic	-4315	NM_009115	20203	Mm.235998	NM_009115	ENSMUSG00000033208	S100b	AI850290|Bpb	S100 protein, beta polypeptide, neural	protein-coding
19.9-2	chr9	41211171	41220366	+	1362	NA	intron (NR_040392, intron 2 of 4)	B4A|SINE|B4	9613	NR_040392	78500	Mm.275715	NR_040392	ENSMUSG00000100837	1700063D05Rik	-	RIKEN cDNA 1700063D05 gene	ncRNA
29.14	chr13	92255356	92258732	+	1361	NA	intron (NM_001311120, intron 17 of 23)	intron (NM_001311120, intron 17 of 23)	-97739	NM_010049	13361	Mm.23695	NM_010049	ENSMUSG00000021707	Dhfr	8430436I03Rik|AA607882|AI662710|AW555094	dihydrofolate reductase	protein-coding
34.89	chr14	29585688	29587043	+	1360	NA	intron (NM_009785, intron 2 of 37)	B4A|SINE|B4	135499	NM_009785	12294	Mm.386754	NM_009785	ENSMUSG00000021991	Cacna2d3	Cacnad3|alapha2delta3	calcium channel, voltage-dependent, alpha2/delta subunit 3	protein-coding
51.24	chr3	85343678	85350338	+	1359	NA	Intergenic	(GGGA)n|Simple_repeat|Simple_repeat	29489	NR_040542	73283	Mm.489084	NR_040542	ENSMUSG00000099995	1700036G14Rik	-	RIKEN cDNA 1700036G14 gene	ncRNA
134.63	chr10	18311876	18313022	+	1358	NA	Intergenic	MMERVK10C-int|LTR|ERVK	-77468	NM_001346751	215814	Mm.296565	NM_144820	ENSMUSG00000059554	Ccdc28a	1700009P13Rik|AI480677	coiled-coil domain containing 28A	protein-coding
8.0-2	chr6	53377446	53378041	+	1357	NA	intron (NM_001327821, intron 3 of 10)	intron (NM_001327821, intron 3 of 10)	90440	NM_001327821	231991	Mm.227444	NM_172728	ENSMUSG00000053007	Creb5	9430076C15Rik|CRE-BPa|Crebpa|D430026C09Rik	cAMP responsive element binding protein 5	protein-coding
67.57	chr15	46634456	46635898	+	1356	NA	intron (NR_045811, intron 3 of 3)	Lx|LINE|L1	11872	NR_045811	75281	Mm.159487	NR_045811	ENSMUSG00000051198	4930548G14Rik	-	RIKEN cDNA 4930548G14 gene	ncRNA
39.74	chr12	80955081	80960738	+	1355	NA	intron (NM_001361972, intron 4 of 5)	intron (NM_001361972, intron 4 of 5)	10170	NM_011387	20493	Mm.486361	NM_011387	ENSMUSG00000021135	Slc10a1	Ntcp	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	protein-coding
339.63	chr12	65579191	65579792	+	1354	NA	Intergenic	L1_Mus3|LINE|L1	353974	NM_027614	70948	Mm.219475	NM_027614	ENSMUSG00000035560	Wdr20rt	4921538B03Rik|4930427E19Rik|Wdr20|Wdr20b	WD repeat domain 20, retrogene	protein-coding
128.7	chr4	35584271	35586764	+	1353	NA	Intergenic	L1_Mus3|LINE|L1	259687	NM_175516	242384	Mm.132507	NM_175516	ENSMUSG00000045083	Lingo2	B230217C06Rik|Lern3|Lrrn6c	leucine rich repeat and Ig domain containing 2	protein-coding
6.89	chr18	23919383	23920136	+	1352	NA	Intergenic	RLTR21|LTR|ERVK	-34929	NM_027007	69256	Mm.218343	NM_027007	ENSMUSG00000024276	Zfp397	2810411K16Rik|6720480F11Rik|AI461664	zinc finger protein 397	protein-coding
530.76	chr10	18172227	18173302	+	1351	NA	exon (NM_001195036, exon 6 of 21)	exon (NM_001195036, exon 6 of 21)	38063	NM_001195036	100045792	Mm.380617	NM_001195036	ENSMUSG00000071392	Ect2l	C330021H03Rik|Gm10331	epithelial cell transforming sequence 2 oncogene-like	protein-coding
48.83	chr15	7766975	7775321	+	1350	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	-38900	NM_001301332	14573	Mm.4679	NM_010275	ENSMUSG00000022144	Gdnf	AI385739|ATF	glial cell line derived neurotrophic factor	protein-coding
16.3	chr11	77507674	77510253	+	1349	NA	exon (NM_001024920, exon 6 of 7)	exon (NM_001024920, exon 6 of 7)	4310	NM_001024920	216964	Mm.341211	NM_001024920	ENSMUSG00000044328	Trp53i13	2410019G02Rik|Tp53i13	transformation related protein 53 inducible protein 13	protein-coding
181.78	chr6	59297942	59299359	+	1348	NA	Intergenic	MLT1A|LTR|ERVL-MaLR	89780	NM_001081145	68140	Mm.25843	NM_001081145	ENSMUSG00000049232	Tigd2	3632410O17Rik	tigger transposable element derived 2	protein-coding
110.02	chr14	101849491	101850656	+	1347	NA	intron (NM_201529, intron 4 of 30)	intron (NM_201529, intron 4 of 30)	9450	NM_001347628	380928	Mm.218981	NM_201529	ENSMUSG00000033060	Lmo7	C78582|FBXO20|Gm914|mKIAA0858	LIM domain only 7	protein-coding
145.62	chr3	135218930	135224263	+	1346	NA	intron (NM_173762, intron 9 of 45)	intron (NM_173762, intron 9 of 45)	9033	NM_173762	229841	Mm.161470	NM_173762	ENSMUSG00000045328	Cenpe	312kDa|AU019344|BC049989|C530022J18|CENP-E|Kif10	centromere protein E	protein-coding
59.41	chr11	60369749	60370792	+	1345	NA	intron (NM_029044, intron 5 of 13)	MIRb|SINE|MIR	16890	NM_029044	74665	Mm.133570	NM_029044	ENSMUSG00000056598	Drc3	4930449E07Rik|Lrrc48|m6Bei	dynein regulatory complex subunit 3	protein-coding
41.32	chr16	44767364	44770841	+	1344	NA	intron (NM_021325, intron 1 of 6)	intron (NM_021325, intron 1 of 6)	3366	NM_021325	57781	Mm.416152	NM_021325	ENSMUSG00000022667	Cd200r1	CD200R|Mox2r|OX2R	CD200 receptor 1	protein-coding
57.51	chr9	106969401	106972379	+	1343	NA	intron (NM_153413, intron 24 of 52)	B3|SINE|B2	-78952	NM_029103	74840	Mm.29778	NM_029103	ENSMUSG00000032575	Manf	3230402M22Rik|AA407711|AA408789|AA673178|Armet|D17914|D18Mgi17	mesencephalic astrocyte-derived neurotrophic factor	protein-coding
147.66	chr7	97897246	97901429	+	1342	NA	intron (NM_001357364, intron 10 of 14)	intron (NM_001357364, intron 10 of 14)	-20621	NM_177696	233537	Mm.375772	NM_177696	ENSMUSG00000035582	Gdpd4	4921513O04	glycerophosphodiester phosphodiesterase domain containing 4	protein-coding
8.4	chr17	72090552	72095054	+	1341	NA	intron (NM_007439, intron 4 of 28)	L1M4b|LINE|L1	310856	NM_030179	78785	Mm.196382	NM_030179	ENSMUSG00000024059	Clip4	1700024K14Rik|1700074B05Rik|4833417L20Rik|5830409B12Rik|Rsnl2	CAP-GLY domain containing linker protein family, member 4	protein-coding
45.77	chr8	116290527	116292036	+	1340	NA	Intergenic	MER2|DNA|TcMar-Tigger	-213734	NM_029297	75465	Mm.23114	NM_029297	ENSMUSG00000034467	Dynlrb2	1700009A04Rik|DNLC2B|Dncl2b	dynein light chain roadblock-type 2	protein-coding
27.63	chr14	78082942	78088521	+	1339	NA	intron (NM_177629, intron 2 of 3)	intron (NM_177629, intron 2 of 3)	3276	NM_177629	219170	Mm.320428	NM_177629	ENSMUSG00000045655	Fam216b	9330158N17|AU021034	family with sequence similarity 216, member B	protein-coding
55.14	chrX	80728763	80734412	+	1338	NA	Intergenic	Lx10|LINE|L1	-339057	NM_138751	192216	Mm.490421	NM_138751	ENSMUSG00000025666	Tmem47	3010015F07Rik|AI115536|BCMP1|Tm4sf10	transmembrane protein 47	protein-coding
2797.87	chr4	134326277	134326719	+	1337	NA	TTS (NM_001369245)	TTS (NM_001369245)	11378	NM_001369245	433766	Mm.331961	NM_001039048	ENSMUSG00000028834	Trim63	MuRF1|RF1|Rnf28	tripartite motif-containing 63	protein-coding
37.21	chr11	107073382	107077442	+	1336	NA	intron (NM_176850, intron 10 of 27)	B4A|SINE|B4	47189	NM_001163473	69066	Mm.40679	NM_001163473	ENSMUSG00000078607	1810010H24Rik	-	RIKEN cDNA 1810010H24 gene	protein-coding
185.59-2	chr1	41801499	41811403	+	1335	NA	Intergenic	Intergenic	-625199	NR_040475	74897	Mm.243822	NR_040475	ENSMUSG00000104072	4930448I06Rik	-	RIKEN cDNA 4930448I06 gene	ncRNA
38.42	chr11	23660107	23669702	+	1334	NA	promoter-TSS (NM_028956)	promoter-TSS (NM_028956)	-770	NM_001033654	74467	Mm.29536	NM_028304	ENSMUSG00000020280	Pus10	2810013G11Rik|4933435A13Rik|AU014648|C77560|Ccdc139	pseudouridylate synthase 10	protein-coding
245.13	chr6	123092345	123092892	+	1333	NA	Intergenic	L1Md_F2|LINE|L1	-30072	NM_001170332	26888	Mm.47384	NM_011999	ENSMUSG00000030148	Clec4a2	Clec4a|Clecsf6|DCIR|Dcir1	C-type lectin domain family 4, member a2	protein-coding
12.23	chr16	47805626	47810908	+	1332	NA	Intergenic	MTD|LTR|ERVL-MaLR	350232	NR_152166	619300	Mm.384092	NR_152166		6430553K19Rik	-	RIKEN cDNA 6430553K19 gene	ncRNA
80.34	chr9	71754484	71755423	+	1331	NA	intron (NM_026599, intron 1 of 18)	B1_Mus1|SINE|Alu	16649	NM_001304362	68178	Mm.99961	NM_026599	ENSMUSG00000032232	Cgnl1	4933421H10Rik|9930020M10Rik|AI503810|Jacop	cingulin-like 1	protein-coding
14.74	chr15	88428038	88431475	+	1330	NA	Intergenic	Intergenic	114882	NR_045281	328579	Mm.146839	NR_045281	ENSMUSG00000116331	B230214G05Rik	B230214G05	RIKEN cDNA B230214G05 gene	ncRNA
57.87	chr4	5435930	5440667	+	1329	NA	Intergenic	Intergenic	-194030	NR_038183	73872	Mm.427301	NR_038183	ENSMUSG00000086066	4930423M02Rik	-	RIKEN cDNA 4930423M02 gene	ncRNA
90.64	chr1	153283661	153285442	+	1328	NA	intron (NM_010683, intron 1 of 27)	B1_Mur3|SINE|Alu	48235	NM_010683	226519	Mm.1249	NM_010683	ENSMUSG00000026478	Lamc1	Lamb2	laminin, gamma 1	protein-coding
352.21	chr2	8570350	8570632	+	1327	NA	Intergenic	Intergenic	-619024	NR_038180	73438	Mm.23558	NR_038180	ENSMUSG00000085580	1700061F12Rik	-	RIKEN cDNA 1700061F12 gene	ncRNA
85.05	chr12	29356840	29364118	+	1326	NA	Intergenic	Intergenic	-167905	NM_001093778	17933	Mm.253067	NM_008666	ENSMUSG00000061911	Myt1l	2900046C06Rik|2900093J19Rik|C630034G21Rik|Nztf1|Pmng1|Png-1|mKIAA1106	myelin transcription factor 1-like	protein-coding
268.39	chr18	85353746	85355495	+	1325	NA	Intergenic	Intergenic	402504	NM_001367965	50764	Mm.28369	NM_015798	ENSMUSG00000034391	Fbxo15	AU019763|Fbx15|ecat3	F-box protein 15	protein-coding
102.94	chr3	108622590	108632898	+	1324	NA	intron (NM_001358053, intron 8 of 14)	intron (NM_001358053, intron 8 of 14)	-26169	NM_145543	229725	Mm.214545	NM_145543	ENSMUSG00000027884	Clcc1	Mclc	chloride channel CLIC-like 1	protein-coding
157.51	chr18	51421719	51430201	+	1323	NA	Intergenic	RMER17B|LTR|ERVK	308062	NM_001081224	71373	Mm.63546	NM_001081224	ENSMUSG00000073565	Prr16	5430406M13Rik|AI607429	proline rich 16	protein-coding
64.54	chr13	113981598	113983832	+	1322	NA	intron (NM_172595, intron 4 of 4)	intron (NM_172595, intron 4 of 4)	168877	NR_045836	319803	Mm.386896	NM_177004	ENSMUSG00000114213	A430090L17Rik	-	RIKEN cDNA A430090L17 gene	ncRNA
62.12	chr9	57546009	57548556	+	1321	NA	intron (NR_151692, intron 5 of 7)	intron (NR_151692, intron 5 of 7)	5470	NR_151692	110119	Mm.247218	NM_025837	ENSMUSG00000032306	Mpi	1110002E17Rik|AI315153|Mpi-1|Mpi1	mannose phosphate isomerase	protein-coding
74.1	chr14	76428001	76433094	+	1320	NA	intron (NM_207652, intron 1 of 2)	intron (NM_207652, intron 1 of 2)	14726	NM_207652	21807	Mm.153272	NM_009366	ENSMUSG00000022010	Tsc22d1	AA589566|AW105905|Egr5|TSC-22|Tgfb1i4|Tsc|Tsc22	TSC22 domain family, member 1	protein-coding
7.37-2	chr1	8388454	8395203	+	1319	NA	intron (NM_001290393, intron 19 of 19)	L1_Mus2|LINE|L1	908049	NM_001290392	71096	Mm.336395	NM_027671	ENSMUSG00000025909	Sntg1	4933426D16Rik|G1SYN|SYN4	syntrophin, gamma 1	protein-coding
23.77	chr19	56077068	56088213	+	1318	NA	Intergenic	Intergenic	187319	NM_001142924	21416	Mm.139815	NM_009333	ENSMUSG00000024985	Tcf7l2	TCF4B|TCF4E|Tcf-4|Tcf4	transcription factor 7 like 2, T cell specific, HMG box	protein-coding
27.04	chr9	51749031	51756037	+	1317	NA	Intergenic	Intergenic	-12817	NM_175535	244867	Mm.400352	NM_175535	ENSMUSG00000053199	Arhgap20	6530403F17Rik|A530023E23Rik|RARhoGAP|mKIAA1391	Rho GTPase activating protein 20	protein-coding
14.1	chr12	95756841	95759841	+	1316	NA	intron (NM_201518, intron 1 of 1)	intron (NM_201518, intron 1 of 1)	66115	NM_201518	399558	Mm.341948	NM_201518	ENSMUSG00000047414	Flrt2	-	fibronectin leucine rich transmembrane protein 2	protein-coding
10.63	chr3	31390946	31394511	+	1315	NA	Intergenic	Lx9|LINE|L1	-82409	NM_172861	241919	Mm.285366	NM_172861	ENSMUSG00000069072	Slc7a14	A930013N06|BC061928	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14	protein-coding
92.47	chr6	99371618	99384344	+	1314	NA	intron (NM_053202, intron 1 of 18)	MIRc|SINE|MIR	57364	NM_053202	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
21.94	chr8	11232214	11236583	+	1313	NA	intron (NR_133670, intron 21 of 52)	intron (NR_133670, intron 21 of 52)	-78407	NM_009932	12827	Mm.181021	NM_009932	ENSMUSG00000031503	Col4a2	Col4a-2	collagen, type IV, alpha 2	protein-coding
17.66	chr12	15359293	15360722	+	1312	NA	Intergenic	Intergenic	-309618	NR_045960	73972	Mm.107680	NR_045960	ENSMUSG00000113644	4930448C13Rik	-	RIKEN cDNA 4930448C13 gene	ncRNA
778.93	chr14	27944613	27945793	+	1311	NA	intron (NM_177814, intron 6 of 15)	intron (NM_177814, intron 6 of 15)	322796	NM_001347497	238988	Mm.318004	NM_177814	ENSMUSG00000040640	Erc2	6430531D06|CAST|CAST1/ERC2|D14Ertd171e|ELKS2alpha	ELKS/RAB6-interacting/CAST family member 2	protein-coding
81.57	chr5	136502218	136504378	+	1310	NA	intron (NM_001291234, intron 1 of 22)	B4|SINE|B4	62683	NM_001291239	13047	Mm.320317	NM_009986	ENSMUSG00000029705	Cux1	CDP|Cutl1|Cux|Cux-1	cut-like homeobox 1	protein-coding
20.88	chrX	166879704	166881212	+	1309	NA	Intergenic	Intergenic	189912	NM_001101606	667794	Mm.302232	NM_001101606		Gm8817	EG667794	predicted gene 8817	protein-coding
122.55	chr10	101916150	101922367	+	1308	NA	intron (NM_001205098, intron 2 of 7)	intron (NM_001205098, intron 2 of 7)	146566	NR_037211	100526516		NR_037211	ENSMUSG00000092952	Mir3059	mir-3059|mmu-mir-3059	microRNA 3059	ncRNA
124.93	chr4	104673471	104682452	+	1307	NA	intron (NM_001369049, intron 7 of 19)	intron (NM_001369049, intron 7 of 19)	-88356	NM_133882	110382	Mm.87072	NM_133882	ENSMUSG00000029656	C8b	4930439B20Rik|AI595927	complement component 8, beta polypeptide	protein-coding
9.0	chr3	10660779	10661688	+	1306	NA	Intergenic	MER33|DNA|hAT-Charlie	-221103	NM_029068	74718	Mm.440548	NM_029068	ENSMUSG00000027534	Snx16	4930522N22Rik|AI117577|AI747675	sorting nexin 16	protein-coding
13.39	chr10	36655327	36655895	+	1305	NA	intron (NM_001081208, intron 2 of 3)	L1_Mus1|LINE|L1	148804	NM_001253355	319415	Mm.332442	NM_001081208	ENSMUSG00000044499	Hs3st5	D930005L05Rik|Gm1151|Hs3ost5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5	protein-coding
12.27	chr7	30950042	30952849	+	1304	NA	intron (NM_011680, intron 7 of 9)	Lx5|LINE|L1	5358	NM_011680	22282	Mm.322453	NM_011680	ENSMUSG00000058239	Usf2	Usf-2|bHLHb12	upstream transcription factor 2	protein-coding
124.55	chr5	37731728	37735249	+	1303	NA	Intergenic	Intergenic	-2031	NM_001081106	231162	Mm.76407	NM_001081106	ENSMUSG00000062329	Cytl1	4930443F05Rik|4Cytl1|C17|Cyt1|Gm147	cytokine-like 1	protein-coding
152.33	chr10	104477756	104482234	+	1302	NA	Intergenic	Intergenic	192726	NR_105838	102465222		NR_105838	ENSMUSG00000099264	Mir6411	Gm27767|mmu-mir-6411	microRNA 6411	ncRNA
161.26	chr8	31739698	31746949	+	1301	NA	Intergenic	L1Md_F2|LINE|L1	175520	NM_001364428	211323	Mm.153432	NM_178591	ENSMUSG00000062991	Nrg1	6030402G23Rik|ARIA|D230005F13Rik|GGF|GGFII|HRG|HRGalpha|Hgl|NDF|SMDF	neuregulin 1	protein-coding
63.85	chr1	179128647	179132692	+	1300	NA	intron (NM_027188, intron 5 of 11)	BGLII_Mur|LTR|ERVK	387372	NM_027188	69726	Mm.222338	NM_027188	ENSMUSG00000055067	Smyd3	2410008A19Rik|Zmynd1	SET and MYND domain containing 3	protein-coding
46.37	chr15	77143877	77146215	+	1299	NA	intron (NM_175387, intron 2 of 12)	intron (NM_175387, intron 2 of 12)	8766	NM_001286419	93686	Mm.202774	NM_053104	ENSMUSG00000033565	Rbfox2	Fbm2|Fxh|Hrnbp2|Rbm9	RNA binding protein, fox-1 homolog (C. elegans) 2	protein-coding
24.92-2	chr7	142280196	142282324	+	1298	NA	Intergenic	Intergenic	-6897	NM_001199309	100043627	Mm.388589	NM_001199309	ENSMUSG00000056885	Gm4559	-	predicted gene 4559	protein-coding
61.96	chr1	49269629	49281548	+	1297	NA	intron (NR_151585, intron 1 of 4)	Lx3C|LINE|L1	30972	NR_151585	442837	Mm.337149	NM_001002792	ENSMUSG00000051616	C230029F24Rik	-	RIKEN cDNA C230029F24 gene	ncRNA
33.19	chr18	40978486	40979316	+	1296	NA	Intergenic	Intergenic	721902	NM_001371039								
32.87	chr1	82376856	82397330	+	1295	NA	intron (NM_029777, intron 6 of 6)	intron (NM_029777, intron 6 of 6)	48044	NM_001122685	76867	Mm.226994	NM_029777	ENSMUSG00000026142	Rhbdd1	4930418P06Rik|RRP4|mRHBDD1	rhomboid domain containing 1	protein-coding
197.85	chr17	31977972	31980422	+	1294	NA	intron (NM_028902, intron 7 of 7)	RMER1A|Other|Other	55311	NM_028902	74377	Mm.75856	NM_028902	ENSMUSG00000002076	Hsf2bp	4932437G14Rik|Meilb2	heat shock transcription factor 2 binding protein	protein-coding
37.37	chr7	72548240	72562771	+	1293	NA	Intergenic	MERVL-int|LTR|ERVL	-248910	NM_001024703	244049	Mm.217412	NM_001024703	ENSMUSG00000032776	Mctp2	Gm489	multiple C2 domains, transmembrane 2	protein-coding
32.01	chr9	49263482	49267516	+	1292	NA	intron (NM_177701, intron 1 of 3)	intron (NM_177701, intron 1 of 3)	14968	NM_177701	235327	Mm.246604	NM_177701	ENSMUSG00000054156	Gm4894	A430041E03|EG235327	predicted gene 4894	protein-coding
